pl_name,pl_letter,hostname,hd_name,hip_name,sy_dist,pl_orbsmax,pl_orbper,pl_orbeccen,pl_rade,pl_bmasse,pl_eqt,discoverymethod,disc_year,ra,dec
"HD 189733 b","b","HD 189733","HD 189733","HIP 98505",19.76380000,0.0312600000,2.21857567000,0.000000,12.66617000,359.14790000,1209.00,"Radial Velocity",2005,300.1821223,22.7097759
"7 CMa b","b","7 CMa","HD 47205","HIP 31592",19.81010000,1.7580000000,735.10000000000,0.060000,13.40000000,587.98550000,,"Radial Velocity",2011,99.1712760,-19.2561808
"7 CMa c","c","7 CMa","HD 47205","HIP 31592",19.81010000,2.1530000000,996.00000000000,0.080000,13.90000000,276.51210000,,"Radial Velocity",2019,99.1712760,-19.2561808
"LHS 1678 b","b","LHS 1678",,,19.87820000,0.0123900000,0.86023250000,0.033000,0.68500000,0.35000000,830.44,"Transit",2021,68.1789866,-39.7908744
"LHS 1678 c","c","LHS 1678",,,19.87820000,0.0327000000,3.69428400000,0.039000,0.94100000,1.40000000,510.90,"Transit",2021,68.1789866,-39.7908744
"LHS 1678 d","d","LHS 1678",,,19.87820000,0.0400000000,4.96522290000,0.036000,0.98100000,0.90700000,462.95,"Transit",2024,68.1789866,-39.7908744
"HD 217107 b","b","HD 217107","HD 217107","HIP 113421",20.06190000,0.0735900000,7.12701660000,0.128400,13.60000000,459.57987652,,"Radial Velocity",1998,344.5647243,-2.3954489
"HD 217107 c","c","HD 217107","HD 217107","HIP 113421",20.06190000,5.9220000000,5138.70000000000,0.391800,12.90000000,1388.91013859,,"Radial Velocity",2005,344.5647243,-2.3954489
"TOI-260 b","b","TOI-260",,,20.18520000,0.0943000000,13.47585300000,0.000000,1.71000000,4.23000000,493.00,"Transit",2024,4.7730178,-9.9661505
"GJ 3293 b","b","GJ 3293",,,20.19030000,0.1433900000,30.59870000000,0.060000,5.19000000,23.54000000,,"Radial Velocity",2015,67.1484425,-25.1713396
"GJ 3293 c","c","GJ 3293",,,20.19030000,0.3617500000,122.61960000000,0.110000,4.87000000,21.09000000,,"Radial Velocity",2015,67.1484425,-25.1713396
"GJ 3293 d","d","GJ 3293",,,20.19030000,0.1939400000,48.13450000000,0.120000,2.67000000,7.60000000,,"Radial Velocity",2017,67.1484425,-25.1713396
"GJ 3293 e","e","GJ 3293",,,20.19030000,0.0820800000,13.25430000000,0.210000,1.63000000,3.28000000,,"Radial Velocity",2017,67.1484425,-25.1713396
"alf Ari b","b","alf Ari","HD 12929","HIP 9884",20.21019000,1.2000000000,380.80000000000,0.250000,13.40000000,572.07000000,,"Radial Velocity",2010,31.7932860,23.4624210
"BD-06 1339 b","b","BD-06 1339",,"HIP 27803",20.26950000,0.0428000000,3.87280000000,0.000000,,1523.03372634,,"Radial Velocity",2013,88.2511811,-5.9963378
"BD-06 1339 c","c","BD-06 1339",,"HIP 27803",20.26950000,0.4350000000,125.94000000000,0.310000,8.38000000,53.00000000,,"Radial Velocity",2013,88.2511811,-5.9963378
"HD 149806 b","b","HD 149806","HD 149806","HIP 81375",20.27270000,12.4040000000,16521.52778000000,0.357000,12.30000000,4003.68444298,,"Radial Velocity",2022,249.2855187,0.2546794
"TOI-6255 b","b","TOI-6255",,,20.31670000,,0.23818244000,0.000000,1.07900000,1.44000000,1256.46,"Transit",2024,331.5031606,39.2988284
"HD 104067 b","b","HD 104067","HD 104067","HIP 58451",20.36320000,0.2674000000,55.85100000000,0.123000,9.20000000,62.10000000,,"Radial Velocity",2009,179.7923543,-20.3556058
"HD 104067 c","c","HD 104067","HD 104067","HIP 58451",20.36320000,0.1058000000,13.89920000000,0.290000,3.69000000,13.20000000,,"Radial Velocity",2024,179.7923543,-20.3556058
"GJ 1252 b","b","GJ 1252",,,20.37300000,0.0091500000,0.51823310000,0.000000,1.19300000,1.32000000,1089.00,"Transit",2020,306.9286462,-56.4622865
"GJ 3634 b","b","GJ 3634",,,20.37790000,0.0287000000,2.64561000000,0.080000,2.83000000,8.40000000,,"Radial Velocity",2010,164.6433493,-31.1443383
"alf Tau b","b","alf Tau","HD 29139","HIP 21421",20.43320000,1.4600000000,628.96000000000,0.100000,12.70000000,2056.36010000,,"Radial Velocity",2015,68.9801740,16.5092010
"TOI-5789 b","b","TOI-5789","HD 191785","HIP 99452",20.45810000,0.0360800000,2.76369000000,0.000000,1.26000000,2.12000000,1201.00,"Radial Velocity",2026,302.7734475,16.1897138
"TOI-5789 c","c","TOI-5789","HD 191785","HIP 99452",20.45810000,0.1009000000,12.92774800000,0.067000,2.86000000,5.00000000,718.00,"Transit",,302.7734475,16.1897138
"TOI-5789 d","d","TOI-5789","HD 191785","HIP 99452",20.45810000,0.1756000000,29.65000000000,0.096000,1.91000000,4.29000000,545.00,"Radial Velocity",2026,302.7734475,16.1897138
"TOI-5789 e","e","TOI-5789","HD 191785","HIP 99452",20.45810000,0.2901000000,62.98000000000,0.071000,3.43000000,11.61000000,424.00,"Radial Velocity",2026,302.7734475,16.1897138
"GJ 9714 b","b","GJ 9714","HD 199981","HIP 103768",20.51210000,12.3190000000,19240.75467000000,0.155000,12.50000000,2988.54051102,,"Radial Velocity",2022,315.4141767,-32.5250028
"GJ 328 b","b","GJ 328",,"HIP 43790",20.52660000,4.1100000000,3771.00000000000,0.227000,13.30000000,797.74930157,,"Radial Velocity",2013,133.7819507,1.5420011
"GJ 328 c","c","GJ 328",,"HIP 43790",20.52660000,0.6570000000,241.80000000000,,4.91000000,21.40000000,,"Radial Velocity",2023,133.7819507,1.5420011
"TOI-6324 b","b","TOI-6324",,,20.54880000,,0.27922100000,0.000000,1.05900000,1.17000000,1216.00,"Transit",2025,330.8445430,67.4986773
"DENIS-P J082303.1-491201 b","b","DENIS-P J082303.1-491201",,,20.77000000,0.3600000000,246.36000000000,0.345000,11.90000000,9057.77000000,,"Astrometry",2013,125.7620668,-49.2003008
"GJ 900 b","b","GJ 900 A",,"HIP 116384",20.80650000,12000.0000000000,,,12.40000000,3496.11247700,,"Imaging",2024,353.7526177,1.6055211
"HD 33564 b","b","HD 33564","HD 33564","HIP 25110",20.95310000,1.1000000000,388.00000000000,0.340000,12.50000000,2892.10000000,,"Radial Velocity",2005,80.6378979,79.2318488
"HD 114783 b","b","HD 114783","HD 114783","HIP 64457",21.06280000,1.1600000000,493.70000000000,0.144000,13.70000000,349.60000000,,"Radial Velocity",2001,198.1818436,-2.2649921
"HD 114783 c","c","HD 114783","HD 114783","HIP 64457",21.06280000,5.0000000000,4352.00000000000,0.050000,13.40000000,603.87397330,,"Radial Velocity",2018,198.1818436,-2.2649921
"HIP 4845 b","b","HIP 4845",,"HIP 4845",21.09740000,0.1760000000,34.15000000000,0.250000,3.89000000,14.40000000,,"Radial Velocity",2020,15.5881733,-10.4246208
"16 Cyg B b","b","16 Cyg B","HD 186427","HIP 96901",21.13970000,1.6600000000,798.50000000000,0.680000,13.50000000,565.73740000,,"Radial Velocity",1996,295.4656422,50.5168243
"RR Cae b","b","RR Cae",,,21.19160000,5.3000000000,4343.50000000000,0.000000,13.00000000,1334.88600000,,"Eclipse Timing Variations",2012,65.2733756,-48.6542601
"nu Oct A b","b","nu Oct A","HD 205478","HIP 107089",21.19990000,1.2400000000,402.40000000000,0.195000,13.30000000,696.04421133,,"Radial Velocity",2016,325.3702792,-77.3910853
"HD 210277 b","b","HD 210277","HD 210277","HIP 109378",21.29850000,1.1300000000,442.19000000000,0.480000,13.60000000,410.00070000,,"Radial Velocity",1998,332.3748117,-7.5505962
"GJ 4276 b","b","GJ 4276",,,21.33620000,0.0820000000,13.35200000000,0.370000,4.22000000,16.57000000,,"Radial Velocity",2019,336.3221454,59.4125030
"HD 97658 b","b","HD 97658","HD 97658","HIP 54906",21.56180000,0.0805000000,9.48971160000,0.050000,2.12000000,8.30000000,751.00,"Radial Velocity",2010,168.6376584,25.7105962
"HD 215152 b","b","HD 215152","HD 215152","HIP 112190",21.59740000,0.0576380000,5.75999000000,0.000000,,565.41673605,,"Radial Velocity",2018,340.8380941,-6.4020685
"HD 215152 c","c","HD 215152","HD 215152","HIP 112190",21.59740000,0.0673930000,7.28243000000,0.000000,,468.79690033,,"Radial Velocity",2018,340.8380941,-6.4020685
"HD 215152 d","d","HD 215152","HD 215152","HIP 112190",21.59740000,0.0879900000,10.86499000000,0.000000,,770.41605857,,"Radial Velocity",2018,340.8380941,-6.4020685
"HD 215152 e","e","HD 215152","HD 215152","HIP 112190",21.59740000,0.1541700000,25.19670000000,0.000000,,975.41538108,,"Radial Velocity",2018,340.8380941,-6.4020685
"G 196-3 b","b","G 196-3",,,21.79120000,350.0000000000,,,12.00000000,8263.53858200,1670.00,"Imaging",2024,151.0884754,50.3861806
"K2-415 b","b","K2-415",,,21.81820000,0.0270000000,4.01796940000,,1.01500000,7.50000000,412.40,"Transit",2023,137.2015437,11.8622503
"HD 90156 b","b","HD 90156","HD 90156","HIP 50921",21.94960000,0.2500000000,49.77000000000,0.310000,4.43000000,17.98000000,,"Radial Velocity",2009,155.9801144,-29.6451030
"HD 45184 b","b","HD 45184","HD 45184","HIP 30503",21.95320000,0.0644000000,5.88540000000,0.070000,3.52000000,12.19000000,,"Radial Velocity",2019,96.1820205,-28.7806402
"HD 45184 c","c","HD 45184","HD 45184","HIP 30503",21.95320000,0.1100000000,13.13540000000,0.070000,2.91000000,8.81000000,,"Radial Velocity",2019,96.1820205,-28.7806402
"LTT 3780 b","b","LTT 3780",,,21.98140000,0.0119500000,0.76837931000,0.000000,1.32500000,2.46000000,903.00,"Transit",2020,154.6449033,-11.7178010
"LTT 3780 c","c","LTT 3780",,,21.98140000,0.0757000000,12.25228400000,0.024000,2.39000000,8.04000000,359.00,"Transit",2020,154.6449033,-11.7178010
"HD 164922 b","b","HD 164922","HD 164922","HIP 88348",22.00160000,2.1600000000,1207.00000000000,0.080000,13.30000000,116.00000000,159.40,"Radial Velocity",2005,270.6304652,26.3104077
"HD 164922 c","c","HD 164922","HD 164922","HIP 88348",22.00160000,0.3410000000,75.74000000000,0.120000,3.66000000,13.00000000,400.50,"Radial Velocity",2016,270.6304652,26.3104077
"HD 164922 d","d","HD 164922","HD 164922","HIP 88348",22.00160000,0.1030000000,12.45800000000,0.120000,1.83000000,4.00000000,,"Radial Velocity",2020,270.6304652,26.3104077
"HD 164922 e","e","HD 164922","HD 164922","HIP 88348",22.00160000,0.2292000000,41.76300000000,0.086000,3.23000000,10.52012027,,"Radial Velocity",2021,270.6304652,26.3104077
"HD 4308 b","b","HD 4308","HD 4308","HIP 3497",22.01580000,0.1200000000,15.56000000000,0.000000,4.12000000,15.89150000,,"Radial Velocity",2005,11.1652594,-65.6527159
"TOI-244 b","b","TOI-244",,,22.03370000,0.0559000000,7.39722500000,,1.52000000,2.68000000,458.00,"Transit",2023,10.5697537,-36.7179743
"CD-35 2722 b","b","CD-35 2722",,,22.38960000,67.0000000000,,,17.37392009,9375.93800650,1800.00,"Imaging",2011,92.3300147,-35.8255375
"HD 63433 b","b","HD 63433","HD 63433","HIP 38228",22.40350000,0.0720000000,7.10794750000,0.240000,2.14000000,21.75500000,967.11,"Transit",2020,117.4793699,27.3631342
"HD 63433 c","c","HD 63433","HD 63433","HIP 38228",22.40350000,0.1460000000,20.54382810000,0.210000,2.69200000,15.53900000,678.92,"Transit",2020,117.4793699,27.3631342
"HD 63433 d","d","HD 63433","HD 63433","HIP 38228",22.40350000,0.0503000000,4.20907500000,0.160000,1.07300000,1.25000000,1040.00,"Transit",2023,117.4793699,27.3631342
"TOI-1450 A b","b","TOI-1450 A",,,22.44670000,,2.04392740000,,1.13000000,1.25800000,722.00,"Transit",2024,286.8540627,59.0866254
"TOI-1450 A c","c","TOI-1450 A",,,22.44670000,,5.06880000000,,1.13000000,1.52700000,533.00,"Transit",2024,286.8540627,59.0866254
"GJ 3090 b","b","GJ 3090",,"HIP 6365",22.47510000,0.0316000000,2.85310198000,0.250000,2.18000000,4.52000000,723.00,"Transit",2022,20.4384281,-46.7147234
"GJ 3090 c","c","GJ 3090",,"HIP 6365",22.47510000,0.0997000000,15.94070000000,0.000000,3.14000000,10.00000000,407.20,"Radial Velocity",2026,20.4384281,-46.7147234
"TOI-270 b","b","TOI-270",,,22.47930000,0.0319700000,3.35992000000,0.016700,1.28000000,1.48000000,600.00,"Transit",2019,68.4160804,-51.9573937
"TOI-270 c","c","TOI-270",,,22.47930000,0.0452600000,5.66051000000,0.004400,2.33000000,6.20000000,489.00,"Transit",2019,68.4160804,-51.9573937
"TOI-270 d","d","TOI-270",,,22.47930000,0.0721000000,11.38194000000,0.006600,2.00000000,4.20000000,383.00,"Transit",2019,68.4160804,-51.9573937
"HD 19994 b","b","HD 19994","HD 19994","HIP 14954",22.52420000,1.3050000000,466.20000000000,0.063000,13.60000000,435.41000000,,"Radial Velocity",2003,48.1943193,-1.1963955
"HD 18143 b","b","HD 18143","HD 18143","HIP 13642 A",22.52430000,0.0880000000,10.28510000000,0.224000,3.28000000,10.80616584,,"Radial Velocity",2022,43.9140248,26.8723829
"HD 18143 c","c","HD 18143","HD 18143","HIP 13642 A",22.52430000,17.5300000000,28982.41764000000,0.194000,12.50000000,3177.64841319,,"Radial Velocity",2022,43.9140248,26.8723829
"HD 127506 b","b","HD 127506","HD 127506","HIP 70950",22.52790000,0.2870000000,65.78395000000,0.240000,5.67000000,27.33324300,,"Radial Velocity",2022,217.6848544,35.4546059
"TOI-4336 A b","b","TOI-4336 A",,,22.54550000,0.0849000000,16.33635100000,0.000000,2.13700000,3.33000000,309.40,"Transit",2024,206.1070129,-40.3373505
"TOI-4336 A c","c","TOI-4336 A",,,22.54550000,0.0509200000,7.58726600000,0.000000,1.25100000,1.55000000,399.50,"Transit",2026,206.1070129,-40.3373505
"TOI-2267 b","b","TOI-2267 A",,,22.55000000,0.0205000000,2.28909000000,,1.00000000,0.97200000,424.00,"Transit",2025,65.0614963,84.9008238
"TOI-2267 c","c","TOI-2267 A",,,22.55000000,0.0263000000,3.49504120000,,1.14000000,1.55000000,374.00,"Transit",2025,65.0614963,84.9008238
"TOI-2267 d","d","TOI-2267 B",,,22.55000000,0.0145000000,2.03446710000,,1.77000000,3.78000000,422.00,"Transit",2025,65.0615000,84.9008250
"TOI-2134 b","b","TOI-2134",,,22.62020000,0.0780000000,9.22920050000,0.060000,2.69000000,9.13000000,666.00,"Transit",2023,271.9355015,39.0729269
"TOI-2134 c","c","TOI-2134",,,22.62020000,0.3710000000,95.50000000000,0.670000,7.27000000,41.89000000,306.00,"Transit",2023,271.9355015,39.0729269
"psi1 Dra B b","b","psi1 Dra B","HD 162004","HIP 86620",22.71880000,4.4300000000,3117.00000000000,0.400000,13.50000000,486.27990000,,"Radial Velocity",2015,265.4925754,72.1557114
"HIP 34222 b","b","HIP 34222",,"HIP 34222",22.83860000,0.4920000000,159.98600000000,0.305000,13.90000000,263.79757781,,"Radial Velocity",2021,106.4257786,27.4704132
"CFBDSIR J145829+101343 b","b","CFBDSIR J145829+101343",,,23.10000000,2.6000000000,10037.50000000000,,12.40000000,3337.10000000,370.00,"Imaging",2011,224.6208333,10.2286111
"TOI-6008 b","b","TOI-6008",,,23.10080000,0.0107770000,0.85743470000,,1.03000000,4.00000000,707.00,"Transit",2024,310.4487344,49.6468992
"HD 39855 b","b","HD 39855","HD 39855","HIP 27922 A",23.25990000,0.0410000000,3.24980000000,0.140000,2.85000000,8.50000000,,"Radial Velocity",2019,88.6260731,-19.7044472
"HD 168009 b","b","HD 168009","HD 168009","HIP 89474",23.30320000,0.1192000000,15.14790000000,0.120000,3.05000000,9.53485221,,"Radial Velocity",2021,273.8847918,45.2088229
"HIP 12961 b","b","HIP 12961",,"HIP 12961",23.37100000,0.2500000000,57.43500000000,0.170000,13.20000000,114.41880000,,"Radial Velocity",2010,41.6800749,-23.0860048
"HD 1461 b","b","HD 1461","HD 1461","HIP 1499",23.45340000,0.0634000000,5.77152000000,0.172000,2.42000000,6.44000000,,"Radial Velocity",2010,4.6762645,-8.0536206
"HD 1461 c","c","HD 1461","HD 1461","HIP 1499",23.45340000,0.1117000000,13.50520000000,0.305000,2.23000000,5.59000000,,"Radial Velocity",2015,4.6762645,-8.0536206
"HD 207496 b","b","HD 207496","HD 207496","HIP 108162 A",23.60600000,0.0629000000,6.44100800000,0.231000,2.25000000,6.10000000,743.00,"Transit",2023,328.7181708,-77.3388025
"GJ 27.1 b","b","GJ 27.1",,"HIP 3143",23.60620000,0.1010000000,15.81900000000,0.080000,3.66000000,13.00000000,,"Radial Velocity",2014,9.9980016,-44.2541679
"GJ 3341 b","b","GJ 3341",,,23.61900000,0.0890000000,14.20700000000,0.310000,2.46000000,6.60000000,,"Radial Velocity",2015,78.9471415,-31.2948458
"HIP 107772 b","b","HIP 107772",,"HIP 107772",23.64340000,0.2430000000,55.19900000000,0.180000,3.64000000,12.90000000,,"Radial Velocity",2020,327.4977057,-41.2440371
"TOI-198 b","b","TOI-198",,"HIP 738",23.72620000,0.0675000000,10.21521300000,0.150000,1.36000000,3.17000000,456.00,"Transit",2023,2.2715087,-27.1217452
"BD-210397 b","b","BD-210397",,"HIP 10337",23.73240000,2.6300000000,1891.00000000000,0.100000,14.00000000,214.00000000,,"Radial Velocity",2023,33.3024198,-21.1962147
"BD-210397 c","c","BD-210397",,"HIP 10337",23.73240000,5.9000000000,6240.00000000000,0.430000,12.90000000,1525.57635360,,"Radial Velocity",2023,33.3024198,-21.1962147
"GJ 9404 b","b","GJ 9404",,"HIP 60093",23.88390000,0.0943000000,13.45860000000,0.490000,3.48000000,11.90000000,,"Radial Velocity",2023,184.8472095,28.3827126
"TOI-2443 b","b","TOI-2443",,"HIP 12493",23.92580000,0.1050000000,15.66858000000,0.301000,2.36300000,4.80000000,519.00,"Transit",2023,40.1798608,1.1996757
"KOBE-1 b","b","KOBE-1",,"HIP 5957",23.97180000,0.0700600000,8.53990000000,0.000000,2.91000000,8.80000000,594.40,"Radial Velocity",2025,19.1660378,25.3310358
"KOBE-1 c","c","KOBE-1",,"HIP 5957",23.97180000,0.1607100000,29.67100000000,0.000000,3.56000000,12.40000000,392.50,"Radial Velocity",2025,19.1660378,25.3310358
"HD 134060 b","b","HD 134060","HD 134060","HIP 74273",24.01250000,0.0444000000,3.26960000000,0.450000,3.16000000,10.10000000,,"Radial Velocity",2019,227.6847587,-61.4223747
"HD 134060 c","c","HD 134060","HD 134060","HIP 74273",24.01250000,2.3928000000,1291.56460000000,0.110000,5.91000000,29.29000000,,"Radial Velocity",2019,227.6847587,-61.4223747
"HIP 70849 b","b","HIP 70849",,"HIP 70849",24.05720000,3.9900000000,3649.00000000000,0.650000,12.90000000,1430.22783150,,"Radial Velocity",2009,217.3270762,-46.4646840
"HD 199509 b","b","HD 199509","HD 199509","HIP 104436",24.30560000,0.4260000000,99.62167000000,0.373000,7.43000000,43.22466335,,"Radial Velocity",2022,317.3445632,-82.0274926
"HD 156668 b","b","HD 156668","HD 156668","HIP 84607",24.33230000,0.0500000000,4.64550000000,0.000000,1.87000000,4.15000000,,"Radial Velocity",2010,259.4183491,29.2281610
"HD 156668 c","c","HD 156668","HD 156668","HIP 84607",24.33230000,1.5700000000,811.30000000000,0.089000,6.17000000,31.49679513,,"Radial Velocity",2021,259.4183491,29.2281610
"HD 42618 b","b","HD 42618","HD 42618","HIP 29432",24.33580000,0.5540000000,149.61000000000,0.190000,3.89000000,14.40000000,337.00,"Radial Velocity",2016,93.0032173,6.7819742
"WD 1856+534 b","b","WD 1856+534",,,24.73590000,0.0204000000,1.40794050000,0.000000,10.40000000,4386.05400000,163.00,"Transit",2020,284.4156750,53.5090244
"TOI-1468 b","b","TOI-1468",,,24.73990000,0.0210700000,1.88052010000,0.009900,1.40100000,3.04000000,683.50,"Transit",2022,16.6538724,19.2249195
"TOI-1468 c","c","TOI-1468",,,24.73990000,0.0860800000,15.53247700000,0.111000,2.12600000,4.10000000,338.10,"Transit",2022,16.6538724,19.2249195
"L 168-9 b","b","L 168-9",,"HIP 115211",25.14960000,0.0208000000,1.40152604000,0.000000,1.63000000,4.07000000,998.00,"Transit",2020,350.0285917,-60.0657292
"TOI-771 b","b","TOI-771",,,25.27880000,0.0208000000,2.32601550000,0.055000,1.36000000,2.47000000,543.00,"Transit",2024,164.1138903,-72.9851736
"TOI-771 c","c","TOI-771",,,25.27880000,0.0460000000,7.61000000000,0.065000,1.50000000,2.87000000,365.00,"Radial Velocity",2025,164.1138903,-72.9851736
"DMPP-4 b","b","DMPP-4","HD 184960","HIP 96258",25.32840000,0.0485300000,3.49820000000,0.063000,3.53000000,12.20000000,,"Radial Velocity",2023,293.5826648,51.2358069
"HD 16417 b","b","HD 16417","HD 16417","HIP 12186",25.39360000,0.1400000000,17.24000000000,0.200000,5.00000000,22.10000000,,"Radial Velocity",2008,39.2441029,-34.5790905
"HD 96700 b","b","HD 96700","HD 96700","HIP 54400",25.41110000,0.0777000000,8.12450000000,0.138000,2.93000000,8.90000000,,"Radial Velocity",2021,166.9742616,-30.1751383
"HD 96700 c","c","HD 96700","HD 96700","HIP 54400",25.41110000,0.1410000000,19.88000000000,0.293000,1.69000000,3.50000000,,"Radial Velocity",2021,166.9742616,-30.1751383
"HD 96700 d","d","HD 96700","HD 96700","HIP 54400",25.41110000,0.4240000000,103.50000000000,0.270000,3.61000000,12.70000000,,"Radial Velocity",2021,166.9742616,-30.1751383
"HIP 55507 b","b","HIP 55507",,"HIP 55507",25.48930000,5.0620000000,5138.43727000000,0.362000,12.60000000,2585.53409095,,"Radial Velocity",2022,170.5227246,46.9078030
"TOI-1080 b","b","TOI-1080",,,25.55900000,0.0272000000,3.96524820000,,1.20000000,10.70000000,368.00,"Transit",2026,276.3683249,-52.2145730
"GJ 160.2 b","b","GJ 160.2",,"HIP 19165",25.85570000,0.0530000000,5.23540000000,0.060000,3.17000000,10.20000000,,"Radial Velocity",2014,61.6454173,-20.8564724
"HIP 57274 b","b","HIP 57274",,"HIP 57274",25.86180000,0.0700000000,8.13520000000,0.190000,,3359.44626199,,"Radial Velocity",2011,176.1705487,30.9576484
"HIP 57274 c","c","HIP 57274",,"HIP 57274",25.86180000,0.1780000000,32.03000000000,0.050000,14.20000000,130.00000000,,"Radial Velocity",2011,176.1705487,30.9576484
"HIP 57274 d","d","HIP 57274",,"HIP 57274",25.86180000,1.0100000000,431.70000000000,0.270000,14.20000000,167.40000000,,"Radial Velocity",2011,176.1705487,30.9576484
"HD 60532 b","b","HD 60532","HD 60532","HIP 36795",25.97160000,0.7700000000,201.90000000000,0.260000,13.80000000,336.89980000,,"Radial Velocity",2008,113.5130656,-22.2958661
"HD 60532 c","c","HD 60532","HD 60532","HIP 36795",25.97160000,1.6000000000,600.10000000000,0.030000,13.30000000,797.75330000,,"Radial Velocity",2008,113.5130656,-22.2958661
"TOI-912 b","b","TOI-912",,,26.10720000,0.0410000000,4.67806910000,0.580000,1.93000000,5.10000000,551.00,"Transit",2025,229.3285665,-80.4733446
"HD 128356 b","b","HD 128356","HD 128356","HIP 71481",26.15480000,0.8700000000,298.20000000000,0.570000,13.90000000,282.86870000,,"Radial Velocity",2016,219.2702793,-25.8031728
"HD 30562 b","b","HD 30562","HD 30562","HIP 22336",26.15970000,2.3400000000,1157.00000000000,0.760000,13.60000000,467.20775829,,"Radial Velocity",2009,72.1529519,-5.6751152
"HD 134987 b","b","HD 134987","HD 134987","HIP 74500",26.18040000,0.8100000000,258.17999000000,0.230000,13.50000000,511.70630000,,"Radial Velocity",1999,228.3675397,-25.3096721
"HD 134987 c","c","HD 134987","HD 134987","HIP 74500",26.18040000,5.8000000000,5000.00000000000,0.120000,13.90000000,260.00000000,,"Radial Velocity",2009,228.3675397,-25.3096721
"HD 142 b","b","HD 142","HD 142","HIP 522",26.18530000,1.0390000000,351.43394000000,0.158000,12.70000000,2256.58168970,,"Radial Velocity",2001,1.5836771,-49.0753625
"HD 142 c","c","HD 142","HD 142","HIP 522",26.18530000,9.8110000000,10159.64279000000,0.277000,12.40000000,3464.64746471,,"Radial Velocity",2012,1.5836771,-49.0753625
"HD 142 A d","d","HD 142","HD 142","HIP 522",26.18530000,0.4740000000,108.45299000000,0.130000,10.90000000,82.63538582,,"Radial Velocity",2022,1.5836771,-49.0753625
"HD 39194 b","b","HD 39194","HD 39194","HIP 27080",26.41310000,0.0589500000,5.63692000000,0.101000,1.99000000,4.62000000,,"Radial Velocity",2021,86.1290710,-70.1382377
"HD 39194 c","c","HD 39194","HD 39194","HIP 27080",26.41310000,0.1083000000,14.03090000000,0.078000,2.65000000,7.49000000,,"Radial Velocity",2021,86.1290710,-70.1382377
"HD 39194 d","d","HD 39194","HD 39194","HIP 27080",26.41310000,0.1949000000,33.87400000000,0.159000,2.12000000,5.16000000,,"Radial Velocity",2021,86.1290710,-70.1382377
"LP 791-18 b","b","LP 791-18",,,26.49270000,0.0097800000,0.94799810000,0.000000,1.21200000,1.94000000,564.30,"Transit",2019,165.6904843,-16.4064445
"LP 791-18 c","c","LP 791-18",,,26.49270000,0.0296100000,4.98991000000,0.000100,2.48800000,7.16000000,324.40,"Transit",2019,165.6904843,-16.4064445
"LP 791-18 d","d","LP 791-18",,,26.49270000,0.0199200000,2.75485000000,0.001100,1.03200000,0.91000000,395.50,"Transit",2023,165.6904843,-16.4064445
"HD 103949 b","b","HD 103949","HD 103949","HIP 58374",26.49970000,0.4390000000,120.87800000000,0.190000,3.35000000,11.20000000,,"Radial Velocity",2019,179.5479558,-23.9241221
"HD 216437 b","b","HD 216437","HD 216437","HIP 113137",26.69020000,2.5700000000,1359.00000000000,0.310000,13.00000000,1334.87930940,,"Radial Velocity",2002,343.6639631,-70.0733957
"HD 134606 b","b","HD 134606","HD 134606","HIP 74653",26.79090000,0.1046000000,12.08900000000,0.092000,2.97000000,9.09000000,,"Radial Velocity",2024,228.8103897,-70.5203328
"HD 134606 c","c","HD 134606","HD 134606","HIP 74653",26.79090000,0.3007000000,58.88300000000,0.055000,3.37000000,11.31000000,,"Radial Velocity",2024,228.8103897,-70.5203328
"HD 134606 d","d","HD 134606","HD 134606","HIP 74653",26.79090000,1.9410000000,966.50000000000,0.092000,7.59000000,44.80000000,,"Radial Velocity",2024,228.8103897,-70.5203328
"HD 134606 e","e","HD 134606","HD 134606","HIP 74653",26.79090000,0.0527000000,4.32030000000,0.200000,1.33000000,2.34000000,,"Radial Velocity",2024,228.8103897,-70.5203328
"HD 134606 f","f","HD 134606","HD 134606","HIP 74653",26.79090000,0.1784000000,26.91500000000,0.081000,2.24000000,5.63000000,,"Radial Velocity",2024,228.8103897,-70.5203328
"AF Lep b","b","AF Lep","HD 35850","HIP 25486",26.85640000,8.9960000000,8905.00000000000,0.015000,13.00000000,1147.36054927,1400.00,"Imaging",2023,81.7699216,-11.9011752
"HD 181433 b","b","HD 181433","HD 181433","HIP 95467",26.87620000,0.0828000000,9.37450000000,0.396000,,1708.64551603,,"Radial Velocity",2008,291.2873731,-66.4677838
"HD 181433 c","c","HD 181433","HD 181433","HIP 95467",26.87620000,1.8850000000,1018.50000000000,0.240200,,2207.00045821,,"Radial Velocity",2008,291.2873731,-66.4677838
"HD 181433 d","d","HD 181433","HD 181433","HIP 95467",26.87620000,6.7400000000,6896.10000000000,0.444000,13.20000000,858.13669890,,"Radial Velocity",2008,291.2873731,-66.4677838
"HD 158259 b","b","HD 158259","HD 158259","HIP 85268",27.04980000,,2.17800000000,,1.28228000,2.22000000,1462.00,"Radial Velocity",2020,261.3495847,52.7904721
"HD 158259 c","c","HD 158259","HD 158259","HIP 85268",27.04980000,,3.43200000000,,2.23000000,5.60000000,,"Radial Velocity",2020,261.3495847,52.7904721
"HD 158259 d","d","HD 158259","HD 158259","HIP 85268",27.04980000,,5.19808140000,,2.18000000,5.41000000,,"Radial Velocity",2020,261.3495847,52.7904721
