pl_name,pl_letter,hostname,hd_name,hip_name,sy_dist,pl_orbsmax,pl_orbper,pl_orbeccen,pl_rade,pl_bmasse,pl_eqt,discoverymethod,disc_year,ra,dec
"Proxima Cen b","b","Proxima Cen",,"HIP 70890",1.30119000,0.0484800000,11.18465000000,0.000000,1.02000000,1.05500000,218.00,"Radial Velocity",2016,217.3934657,-62.6761821
"Proxima Cen d","d","Proxima Cen",,"HIP 70890",1.30119000,0.0288100000,5.12338000000,0.000000,0.69200000,0.26000000,282.00,"Radial Velocity",2025,217.3934657,-62.6761821
"Barnard b","b","Barnard's star",,"HIP 87937",1.82655000,0.0229000000,3.15420000000,0.030000,0.72000000,0.29900000,438.00,"Radial Velocity",2024,269.4486144,4.7379808
"Barnard c","c","Barnard's star",,"HIP 87937",1.82655000,0.0274000000,4.12440000000,0.080000,0.74300000,0.33500000,400.00,"Radial Velocity",2025,269.4486144,4.7379808
"Barnard d","d","Barnard's star",,"HIP 87937",1.82655000,0.0188000000,2.34020000000,0.040000,0.69400000,0.26300000,483.00,"Radial Velocity",2025,269.4486144,4.7379808
"Barnard e","e","Barnard's star",,"HIP 87937",1.82655000,0.0381000000,6.73920000000,0.040000,0.63700000,0.19300000,340.00,"Radial Velocity",2025,269.4486144,4.7379808
"eps Eri b","b","eps Eri","HD 22049","HIP 16537",3.20260000,3.5300000000,2671.00000000000,0.070000,14.10000000,209.76674862,,"Radial Velocity",2000,53.2284306,-9.4581715
"GJ 887 b","b","GJ 887","HD 217987","HIP 114046",3.28679000,0.0683000000,9.26190000000,0.140000,1.80000000,3.90000000,426.00,"Radial Velocity",2020,346.5027573,-35.8473489
"GJ 887 c","c","GJ 887","HD 217987","HIP 114046",3.28679000,0.1210000000,21.78400000000,0.170000,2.43000000,6.50000000,320.00,"Radial Velocity",2020,346.5027573,-35.8473489
"GJ 887 d","d","GJ 887","HD 217987","HIP 114046",3.28679000,0.2120000000,50.77000000000,,2.34000000,6.10000000,241.00,"Radial Velocity",2026,346.5027573,-35.8473489
"GJ 887 e","e","GJ 887","HD 217987","HIP 114046",3.28679000,0.0417000000,4.42490000000,,1.12000000,1.46000000,544.00,"Radial Velocity",2026,346.5027573,-35.8473489
"Ross 128 b","b","Ross 128",,"HIP 57548",3.37454000,0.0496000000,9.86580000000,0.116000,1.11000000,1.40000000,301.00,"Radial Velocity",2017,176.9376036,0.7992898
"Gl 725 A b","b","Gl 725 A","HD 173739","HIP 91768",3.52140000,0.0680000000,11.22010000000,0.000000,1.48000000,2.78000000,,"Radial Velocity",2025,280.6834312,59.6381090
"GJ 15 A b","b","GJ 15 A","HD 1326","HIP 1475",3.56228000,0.0720000000,11.44070000000,0.094000,1.55000000,3.03000000,550.00,"Radial Velocity",2014,4.6126677,44.0247296
"GJ 15 A c","c","GJ 15 A","HD 1326","HIP 1475",3.56228000,5.4000000000,7600.00000000000,0.270000,6.67000000,36.00000000,,"Radial Velocity",2018,4.6126677,44.0247296
"tau Cet f","f","tau Cet","HD 10700","HIP 8102",3.60304000,1.3340000000,636.13000000000,0.160000,1.81000000,3.93000000,,"Radial Velocity",2017,26.0093029,-15.9337987
"tau Cet g","g","tau Cet","HD 10700","HIP 8102",3.60304000,0.1330000000,20.00000000000,0.060000,1.18000000,1.75000000,,"Radial Velocity",2017,26.0093029,-15.9337987
"tau Cet h","h","tau Cet","HD 10700","HIP 8102",3.60304000,0.2430000000,49.41000000000,0.230000,1.19000000,1.83000000,,"Radial Velocity",2017,26.0093029,-15.9337987
"eps Ind A b","b","eps Ind A","HD 209100","HIP 108870",3.63857000,28.4000000000,16510.00000000000,0.400000,12.70000000,2005.49724817,275.00,"Radial Velocity",2019,330.8714021,-56.7969023
"GJ 1061 b","b","GJ 1061",,,3.67278000,0.0210000000,3.20730000000,0.050000,1.04000000,1.11000000,,"Radial Velocity",2020,54.0032486,-44.5143104
"GJ 1061 c","c","GJ 1061",,,3.67278000,0.0342000000,6.68210000000,0.020000,1.19000000,1.81000000,,"Radial Velocity",2020,54.0032486,-44.5143104
"GJ 1061 d","d","GJ 1061",,,3.67278000,0.0540000000,13.06600000000,0.040000,1.16000000,1.67000000,,"Radial Velocity",2020,54.0032486,-44.5143104
"YZ Cet b","b","YZ Cet",,"HIP 5643",3.71207000,0.0163400000,2.02087000000,0.060000,0.91300000,0.70000000,471.20,"Radial Velocity",2017,18.1330792,-16.9962434
"YZ Cet c","c","YZ Cet",,"HIP 5643",3.71207000,0.0215600000,3.05989000000,0.000000,1.05000000,1.14000000,410.30,"Radial Velocity",2017,18.1330792,-16.9962434
"YZ Cet d","d","YZ Cet",,"HIP 5643",3.71207000,0.0285100000,4.65626000000,0.070000,1.03000000,1.09000000,356.70,"Radial Velocity",2017,18.1330792,-16.9962434
"Teegarden's Star b","b","Teegarden's Star",,,3.83078000,0.0259000000,4.90634000000,0.030000,1.05000000,1.16000000,277.00,"Radial Velocity",2019,43.2691449,16.8649024
"Teegarden's Star c","c","Teegarden's Star",,,3.83078000,0.0455000000,11.41600000000,0.040000,1.02000000,1.05000000,209.00,"Radial Velocity",2019,43.2691449,16.8649024
"Teegarden's Star d","d","Teegarden's Star",,,3.83078000,0.0791000000,26.13000000000,0.070000,0.95400000,0.82000000,159.00,"Radial Velocity",2024,43.2691449,16.8649024
"Kapteyn c","c","Kapteyn","HD 33793","HIP 24186",3.93305000,0.3110000000,121.54000000000,0.230000,2.54000000,7.00000000,,"Radial Velocity",2014,77.9586613,-45.0430198
"Wolf 1061 b","b","Wolf 1061",,"HIP 80824",4.30592000,0.0375000000,4.88690000000,0.150000,1.21000000,1.91000000,,"Radial Velocity",2015,247.5748276,-12.6676866
"Wolf 1061 c","c","Wolf 1061",,"HIP 80824",4.30592000,0.0890000000,17.87190000000,0.110000,1.66000000,3.41000000,,"Radial Velocity",2015,247.5748276,-12.6676866
"Wolf 1061 d","d","Wolf 1061",,"HIP 80824",4.30592000,0.4700000000,217.21000000000,0.550000,2.69000000,7.70000000,,"Radial Velocity",2015,247.5748276,-12.6676866
"GJ 9066 c","c","GJ 9066",,,4.47100000,0.8800000000,771.36000000000,0.460000,9.60000000,66.74396547,,"Radial Velocity",2020,30.0588307,13.0443172
"GJ 674 b","b","GJ 674",,"HIP 85523",4.54896000,0.0390000000,4.69380000000,0.200000,3.33000000,11.09000000,,"Radial Velocity",2007,262.1700476,-46.8989826
"GJ 687 b","b","GJ 687",,"HIP 86162",4.54939000,0.1630000000,38.14200000000,0.170000,4.32000000,17.20000000,,"Radial Velocity",2014,264.1041731,68.3336741
"GJ 687 c","c","GJ 687",,"HIP 86162",4.54939000,1.1650000000,727.56200000000,0.400000,4.14000000,16.00000000,,"Radial Velocity",2020,264.1041731,68.3336741
"GJ 876 b","b","GJ 876",,"HIP 113020",4.67517000,0.2083170000,61.11660000000,0.032400,13.30000000,723.22350000,,"Radial Velocity",1998,343.3239737,-14.2665958
"GJ 876 c","c","GJ 876",,"HIP 113020",4.67517000,0.1295900000,30.08810000000,0.255910,14.00000000,226.98460000,,"Radial Velocity",2000,343.3239737,-14.2665958
"GJ 876 d","d","GJ 876",,"HIP 113020",4.67517000,0.0208066500,1.93778000000,0.207000,2.51000000,6.83000000,,"Radial Velocity",2005,343.3239737,-14.2665958
"GJ 876 e","e","GJ 876",,"HIP 113020",4.67517000,0.3343000000,124.26000000000,0.055000,3.92000000,14.60000000,,"Radial Velocity",2010,343.3239737,-14.2665958
"GJ 1002 b","b","GJ 1002",,,4.84867000,0.0457000000,10.34650000000,,1.03000000,1.08000000,230.90,"Radial Velocity",2022,1.6764641,-7.5462123
"GJ 1002 c","c","GJ 1002",,,4.84867000,0.0738000000,21.20200000000,,1.10000000,1.36000000,181.70,"Radial Velocity",2022,1.6764641,-7.5462123
"GJ 832 b","b","GJ 832","HD 204961","HIP 106440",4.96435000,3.7000000000,3853.00000000000,0.050000,13.80000000,314.65012293,,"Radial Velocity",2008,323.3912616,-49.0125169
"GJ 682 b","b","GJ 682",,"HIP 86214",5.00671000,0.0800000000,17.47800000000,0.080000,1.93000000,4.40000000,,"Radial Velocity",2014,264.2610245,-44.3232519
"GJ 682 c","c","GJ 682",,"HIP 86214",5.00671000,0.1760000000,57.32000000000,0.100000,2.89000000,8.70000000,,"Radial Velocity",2014,264.2610245,-44.3232519
"GJ 3323 b","b","GJ 3323",,,5.37484000,0.0328200000,5.36360000000,0.230000,1.23000000,2.02000000,,"Radial Velocity",2017,75.4868824,-6.9485133
"GJ 3323 c","c","GJ 3323",,,5.37484000,0.1264000000,40.54000000000,0.170000,1.32000000,2.31000000,,"Radial Velocity",2017,75.4868824,-6.9485133
"GJ 251 b","b","GJ 251","HD 265866","HIP 33226",5.58057000,0.0808000000,14.23700000000,0.000000,1.79000000,3.85000000,336.00,"Radial Velocity",2020,103.7002499,33.2664632
"GJ 251 c","c","GJ 251","HD 265866","HIP 33226",5.58057000,0.1960000000,53.64700000000,0.000000,1.80000000,3.88000000,216.00,"Radial Velocity",2025,103.7002499,33.2664632
"GJ 411 b","b","GJ 411","HD 95735","HIP 54035",5.67577300,0.0787900000,12.93940000000,0.063000,1.45000000,2.69000000,349.83,"Radial Velocity",2019,165.8344710,35.9723170
"HD 95735 c","c","GJ 411","HD 95735","HIP 54035",5.67577300,2.9400000000,2946.00000000000,0.132000,3.76000000,13.60000000,,"Radial Velocity",2021,165.8344710,35.9723170
"GJ 229 b","b","GJ 229","HD 42581","HIP 29295",5.75624000,1.0860000000,579.47495000000,0.404000,3.97000000,14.93793513,,"Radial Velocity",2014,92.6435993,-21.8677233
"GJ 229 A c","c","GJ 229","HD 42581","HIP 29295",5.75624000,0.3840000000,121.93268000000,0.366000,2.87000000,8.58136699,,"Radial Velocity",2020,92.6435993,-21.8677233
"HD 180617 b","b","HD 180617","HD 180617","HIP 94761",5.91059000,0.3430000000,105.91100000000,0.101000,3.53000000,12.21400000,,"Radial Velocity",2018,289.2277322,5.1631615
"GJ 273 b","b","GJ 273",,"HIP 36208",5.92153500,0.0911010000,18.64980000000,0.100000,1.51000000,2.89000000,,"Radial Velocity",2017,111.8520910,5.2258070
"GJ 273 c","c","GJ 273",,"HIP 36208",5.92153500,0.0364670000,4.72340000000,0.170000,1.06000000,1.18000000,,"Radial Velocity",2017,111.8520910,5.2258070
"HD 20794 b","b","HD 20794","HD 20794","HIP 15510",6.00278000,0.1257000000,18.31400000000,0.064000,1.45000000,2.70000000,660.00,"Radial Velocity",2011,49.9997666,-43.0666533
"HD 20794 d","d","HD 20794","HD 20794","HIP 15510",6.00278000,0.3625000000,89.68000000000,0.077000,2.04000000,4.80000000,388.00,"Radial Velocity",2011,49.9997666,-43.0666533
"HD 20794 e","e","HD 20794","HD 20794","HIP 15510",6.00278000,0.5090000000,147.02000000000,0.290000,2.03000000,4.77000000,,"Radial Velocity",2017,49.9997666,-43.0666533
"HD 20794 f","f","HD 20794","HD 20794","HIP 15510",6.00278000,1.3541000000,647.60000000000,0.450000,2.28000000,5.82000000,,"Radial Velocity",2025,49.9997666,-43.0666533
"HN Lib b","b","HN Lib",,"HIP 71253",6.24442000,0.1417000000,36.11600000000,0.079000,2.20000000,5.46000000,234.40,"Radial Velocity",2023,218.5684823,-12.5170062
"GJ 896 A b","b","GJ 896 A",,"HIP 116132 A",6.26022000,0.6396500000,284.39000000000,0.350000,13.30000000,718.29219982,,"Astrometry",2022,352.9700384,19.9370011
"GJ 581 b","b","GJ 581",,"HIP 74995",6.29810000,0.0399000000,5.36860000000,0.034200,4.79000000,20.50000000,,"Radial Velocity",2005,229.8564725,-7.7226935
"GJ 581 c","c","GJ 581",,"HIP 74995",6.29810000,0.0718000000,12.92110000000,0.032000,2.50000000,6.81000000,,"Radial Velocity",2007,229.8564725,-7.7226935
"GJ 581 e","e","GJ 581",,"HIP 74995",6.29810000,0.0279900000,3.14810000000,0.012000,1.38000000,2.48000000,,"Radial Velocity",2009,229.8564725,-7.7226935
"GJ 338 B b","b","GJ 338 B","HD 79211","HIP 120005",6.33256000,0.1420000000,24.42200000000,0.109000,3.25000000,10.60000000,391.00,"Radial Velocity",2020,138.5916722,52.6835211
"GJ 625 b","b","GJ 625",,"HIP 80459",6.47249000,0.0783610000,14.62800000000,0.130000,1.49000000,2.82000000,,"Radial Velocity",2017,246.3557854,54.3033625
"HD 219134 b","b","HD 219134","HD 219134","HIP 114622",6.53127000,0.0387600000,3.09292600000,0.000000,1.60200000,4.74000000,1015.00,"Radial Velocity",2015,348.3372026,57.1696255
"HD 219134 c","c","HD 219134","HD 219134","HIP 114622",6.53127000,0.0653000000,6.76458000000,0.062000,1.51100000,4.36000000,782.00,"Radial Velocity",2015,348.3372026,57.1696255
"HD 219134 d","d","HD 219134","HD 219134","HIP 114622",6.53127000,0.2370000000,46.85900000000,0.138000,1.61000000,16.17000000,410.50,"Radial Velocity",2015,348.3372026,57.1696255
"HD 219134 f","f","HD 219134","HD 219134","HIP 114622",6.53127000,0.1463000000,22.71700000000,0.148000,1.31000000,7.30000000,522.60,"Radial Velocity",2015,348.3372026,57.1696255
"HD 219134 g","g","HD 219134","HD 219134","HIP 114622",6.53127000,0.3753000000,94.20000000000,0.000000,3.28000000,10.80622000,,"Radial Velocity",2015,348.3372026,57.1696255
"HD 219134 h","h","HD 219134","HD 219134","HIP 114622",6.53127000,3.1100000000,2247.00000000000,0.060000,12.70000000,108.06220000,,"Radial Velocity",2015,348.3372026,57.1696255
"LTT 1445 A b","b","LTT 1445 A",,"HIP 14101",6.86929000,0.0381000000,5.35876350000,0.180000,1.34000000,2.73000000,431.00,"Transit",2019,45.4624781,-16.5944956
"LTT 1445 A c","c","LTT 1445 A",,"HIP 14101",6.86929000,0.0266100000,3.12390350000,0.223000,1.14700000,1.54000000,508.00,"Transit",2022,45.4624781,-16.5944956
"GJ 393 b","b","GJ 393",,"HIP 51317",7.03149000,0.0540200000,7.02679000000,,1.17000000,1.71000000,485.00,"Radial Velocity",2021,157.2288672,0.8378485
"GJ 4274 b","b","GJ 4274",,,7.23556000,0.0153000000,1.63390000000,,1.53000000,2.97000000,,"Radial Velocity",2026,335.7805478,-17.6104078
"GJ 4274 c","c","GJ 4274",,,7.23556000,0.1860000000,69.57000000000,,2.83000000,8.39000000,,"Radial Velocity",2026,335.7805478,-17.6104078
"GJ 667 C b","b","GJ 667 C",,,7.24396000,0.0504310000,7.20300000000,0.200000,2.25000000,5.68000000,,"Radial Velocity",2012,259.7510609,-34.9977651
"GJ 667 C c","c","GJ 667 C",,,7.24396000,0.1250000000,28.14000000000,0.020000,1.77000000,3.80000000,,"Radial Velocity",2013,259.7510609,-34.9977651
"GJ 667 C e","e","GJ 667 C",,,7.24396000,0.2130000000,62.24000000000,0.020000,1.45000000,2.70000000,,"Radial Velocity",2013,259.7510609,-34.9977651
"GJ 667 C f","f","GJ 667 C",,,7.24396000,0.1560000000,39.02600000000,0.030000,1.45000000,2.70000000,,"Radial Velocity",2013,259.7510609,-34.9977651
"GJ 667 C g","g","GJ 667 C",,,7.24396000,0.5490000000,256.20000000000,0.080000,1.99000000,4.60000000,,"Radial Velocity",2013,259.7510609,-34.9977651
"GJ 514 b","b","GJ 514",,"HIP 65859",7.61778000,0.4220000000,140.43000000000,0.450000,2.13000000,5.20000000,202.00,"Radial Velocity",2022,202.5040424,10.3725387
"GJ 1151 c","c","GJ 1151",,,8.03625000,0.5714000000,389.70000000000,,3.25000000,10.62000000,,"Radial Velocity",2023,177.7304866,48.3732334
"GJ 486 b","b","GJ 486",,"HIP 62452",8.07426000,0.0171400000,1.46712127000,0.000860,1.28900000,2.77000000,696.30,"Radial Velocity",2021,191.9815310,9.7494181
"Gl 686 b","b","Gl 686",,"HIP 86287",8.15728000,0.0910000000,15.53000000000,0.050000,2.46000000,6.62400000,379.00,"Radial Velocity",2018,264.4764878,18.5959509
"GJ 1289 b","b","GJ 1289",,,8.35147000,0.2700000000,111.74000000000,0.000000,2.38000000,6.27000000,150.00,"Radial Velocity",2024,355.7813464,36.5363314
"61 Vir b","b","61 Vir","HD 115617","HIP 64924",8.50332000,0.0502010000,4.21500000000,0.120000,2.11000000,5.10000000,,"Radial Velocity",2009,199.5964550,-18.3157745
"61 Vir c","c","61 Vir","HD 115617","HIP 64924",8.50332000,0.2175000000,38.02100000000,0.140000,4.46000000,18.20000000,,"Radial Velocity",2009,199.5964550,-18.3157745
"61 Vir d","d","61 Vir","HD 115617","HIP 64924",8.50332000,0.4760000000,123.01000000000,0.350000,5.11000000,22.90000000,,"Radial Velocity",2009,199.5964550,-18.3157745
"CD Cet b","b","CD Cet",,,8.60715000,0.0185000000,2.29070000000,,1.82000000,3.95000000,464.00,"Radial Velocity",2020,48.3530155,4.7751881
"HD 192310 b","b","HD 192310","HD 192310","HIP 99825",8.79687000,0.3200000000,74.72000000000,0.130000,4.27000000,16.90000000,355.00,"Radial Velocity",2011,303.8284712,-27.0337556
"HD 192310 c","c","HD 192310","HD 192310","HIP 99825",8.79687000,1.1800000000,525.80000000000,0.320000,5.25000000,24.00000000,185.00,"Radial Velocity",2011,303.8284712,-27.0337556
"GJ 849 b","b","GJ 849",,"HIP 109388",8.80058000,2.3200000000,1925.31000000000,0.029000,13.90000000,283.82076745,,"Radial Velocity",2006,332.4229938,-4.6408317
"GJ 849 c","c","GJ 849",,"HIP 109388",8.80058000,4.9500000000,5990.00000000000,0.092000,13.80000000,314.65012293,,"Radial Velocity",2014,332.4229938,-4.6408317
"GJ 433 b","b","GJ 433",,"HIP 56528",9.06456000,0.0620000000,7.37050000000,0.040000,2.33000000,6.04300000,,"Radial Velocity",2011,173.8619194,-32.5436302
"GJ 433 c","c","GJ 433",,"HIP 56528",9.06456000,4.8190000000,5094.10500000000,0.120000,6.27000000,32.42200000,,"Radial Velocity",2014,173.8619194,-32.5436302
"GJ 433 d","d","GJ 433",,"HIP 56528",9.06456000,0.1780000000,36.05900000000,0.070000,2.14000000,5.22300000,,"Radial Velocity",2020,173.8619194,-32.5436302
"GJ 367 b","b","GJ 367",,"HIP 47780",9.41263000,0.0070900000,0.32192250000,0.060000,0.69900000,0.63300000,1365.00,"Transit",2021,146.1214640,-45.7790165
"GJ 367 c","c","GJ 367",,"HIP 47780",9.41263000,,11.53010000000,0.090000,1.86000000,4.13000000,,"Radial Velocity",2023,146.1214640,-45.7790165
"GJ 367 d","d","GJ 367",,"HIP 47780",9.41263000,,34.36900000000,0.140000,2.33000000,6.03000000,,"Radial Velocity",2023,146.1214640,-45.7790165
"GJ 357 b","b","GJ 357",,"HIP 47103",9.44181000,0.0360000000,3.93060000000,,1.20000000,1.84000000,518.00,"Transit",2019,144.0074644,-21.6650634
"GJ 357 c","c","GJ 357",,"HIP 47103",9.44181000,0.0610000000,9.12470000000,,1.66000000,3.40000000,401.20,"Radial Velocity",2019,144.0074644,-21.6650634
"GJ 357 d","d","GJ 357",,"HIP 47103",9.44181000,0.2040000000,55.66100000000,,2.34000000,6.10000000,219.60,"Radial Velocity",2019,144.0074644,-21.6650634
"HD 285968 b","b","HD 285968","HD 285968","HIP 21932",9.47045000,0.0660000000,8.78360000000,0.000000,2.83000000,8.40000000,450.00,"Radial Velocity",2008,70.7353853,18.9533580
"GJ 3512 b","b","GJ 3512",,,9.48637000,0.3376000000,203.10900000000,0.427900,14.30000000,146.51889563,,"Radial Velocity",2019,130.3316616,59.4918364
"GJ 3512 c","c","GJ 3512",,,9.48637000,1.7310000000,2354.00000000000,0.089000,14.30000000,143.97626837,,"Radial Velocity",2020,130.3316616,59.4918364
"G 192-15 b","b","G 192-15",,,9.53114000,0.0172300000,2.27476000000,0.000000,1.02000000,1.03000000,453.60,"Radial Velocity",2025,90.6220931,49.8619390
"G 192-15 c","c","G 192-15",,,9.53114000,1.1370000000,1219.00000000000,0.676000,3.87000000,14.30000000,55.90,"Radial Velocity",2025,90.6220931,49.8619390
"Wolf 1069 b","b","Wolf 1069",,,9.58341000,0.0672000000,15.56400000000,,1.08000000,1.26000000,250.10,"Radial Velocity",2023,306.5242477,58.5753044
"GJ 680 b","b","GJ 680",,"HIP 86057",9.67315000,10.1380000000,17281.66514000000,0.381000,12.00000000,7977.49301570,,"Radial Velocity",2022,263.8072214,-48.6788427
"AU Mic b","b","AU Mic","HD 197481","HIP 102409",9.72210000,0.0700000000,8.46344600000,0.070000,4.79000000,8.99000000,554.80,"Transit",2020,311.2911369,-31.3424500
"AU Mic c","c","AU Mic","HD 197481","HIP 102409",9.72210000,0.1190000000,18.85902300000,0.180000,2.79000000,14.46000000,424.70,"Transit",2021,311.2911369,-31.3424500
"AU Mic d","d","AU Mic","HD 197481","HIP 102409",9.72210000,,12.73596000000,0.003050,1.02000000,1.05300000,,"Transit Timing Variations",2023,311.2911369,-31.3424500
"AU Mic e","e","AU Mic","HD 197481","HIP 102409",9.72210000,,33.11000000000,,4.87000000,21.10000000,,"Radial Velocity",2025,311.2911369,-31.3424500
"GJ 436 b","b","GJ 436",,"HIP 57087",9.75321000,0.0291000000,2.64388312000,0.138270,4.17000000,22.10000000,686.00,"Radial Velocity",2004,175.5505363,26.7030669
"Gl 49 b","b","Gl 49",,"HIP 4872",9.85280000,0.0905000000,13.85080000000,0.363000,2.24000000,5.63000000,,"Radial Velocity",2019,15.6687321,62.3454386
"GJ 3988 b","b","GJ 3988",,,9.91050000,0.0405000000,6.94420000000,0.000000,1.74000000,3.69000000,348.00,"Radial Velocity",2023,255.8503747,51.4089795
"HD 260655 b","b","HD 260655","HD 260655","HIP 31635",10.00550000,0.0293300000,2.76953000000,0.039000,1.24000000,2.14000000,709.00,"Transit",2022,99.2915429,17.5662696
"HD 260655 c","c","HD 260655","HD 260655","HIP 31635",10.00550000,0.0474900000,5.70588000000,0.038000,1.53300000,3.09000000,557.00,"Transit",2022,99.2915429,17.5662696
"WISEP J121756.91+162640.2 A b","b","WISEP J121756.91+162640.2 A",,,10.10000000,8.0000000000,,,10.46800000,6992.00000000,450.00,"Imaging",2012,184.4871250,16.4445000
"L 363-38 b","b","L 363-38",,,10.22950000,0.0480000000,8.78100000000,,2.00000000,4.67000000,330.00,"Radial Velocity",2023,10.8555443,-41.2952926
"GJ 1265 b","b","GJ 1265",,,10.25250000,0.0260000000,3.65110000000,0.040000,2.63000000,7.40000000,,"Radial Velocity",2018,333.4324675,-17.6870623
"HD 62509 b","b","HD 62509","HD 62509","HIP 37826",10.34000000,1.6400000000,589.64000000000,0.020000,13.30000000,731.00000000,,"Radial Velocity",2006,116.3288240,28.0261270
"GJ 649 b","b","GJ 649",,"HIP 83043",10.37960000,1.1120000000,600.10000000000,0.083000,10.80000000,81.99972901,,"Radial Velocity",2009,254.5363221,25.7419719
"GJ 536 b","b","GJ 536","HD 122303","HIP 68469",10.40920000,0.0668000000,8.70874000000,0.000000,2.41000000,6.37000000,451.00,"Radial Velocity",2016,210.2597264,-2.6522901
"GJ 536 c","c","GJ 536","HD 122303","HIP 68469",10.40920000,0.1617000000,32.76100000000,0.000000,2.30000000,5.89000000,290.50,"Radial Velocity",2025,210.2597264,-2.6522901
"GJ 341 b","b","GJ 341","HD 304636","HIP 45908",10.45400000,,7.57686000000,0.000000,0.88000000,4.00000000,629.00,"Transit",2025,140.3993759,-60.2811692
"HIP 48714 b","b","HIP 48714",,"HIP 48714",10.52980000,0.1120000000,17.81800000000,0.500000,5.11000000,22.90000000,,"Radial Velocity",2020,149.0332672,62.7859505
"L 98-59 b","b","L 98-59",,,10.61940000,0.0223000000,2.25311400000,0.031000,0.83700000,0.46000000,620.00,"Transit",2019,124.5328604,-68.3144658
"L 98-59 c","c","L 98-59",,,10.61940000,0.0309000000,3.69067640000,0.002000,1.32900000,2.00000000,526.00,"Transit",2019,124.5328604,-68.3144658
"L 98-59 d","d","L 98-59",,,10.61940000,0.0494000000,7.45072900000,0.006000,1.62700000,1.64000000,416.00,"Transit",2019,124.5328604,-68.3144658
"L 98-59 e","e","L 98-59",,,10.61940000,0.0712000000,12.82780000000,0.012000,1.49000000,2.82000000,347.00,"Radial Velocity",2021,124.5328604,-68.3144658
"L 98-59 f","f","L 98-59",,,10.61940000,0.1052000000,23.06400000000,0.044000,1.48000000,2.80000000,285.00,"Radial Velocity",2025,124.5328604,-68.3144658
"G 261-6 b","b","G 261-6",,,10.62670000,0.0297100000,5.45360000000,0.000000,1.10000000,1.37000000,322.30,"Radial Velocity",2025,291.0743200,75.5558405
"HD 147379 b","b","HD 147379","HD 147379","HIP 79755",10.76430000,0.3193000000,86.58000000000,0.063000,4.94000000,21.60000000,,"Radial Velocity",2017,244.1725686,67.2392041
"GJ 86 b","b","GJ 86","HD 13445","HIP 10138",10.78360000,0.1100000000,15.76491000000,0.040000,12.90000000,1404.80860000,,"Radial Velocity",1999,32.6224785,-50.8209945
"COCONUTS-2 b","b","COCONUTS-2 A",,,10.88640000,7506.0000000000,402000000.00000000000,,12.44196858,2542.62725600,434.00,"Imaging",2021,117.3009140,-76.7026960
"HD 115404 A b","b","HD 115404 A","HD 115404 A","HIP 64797 A",10.98160000,0.0880000000,10.49488000000,0.232000,6.09000000,30.82935548,,"Radial Velocity",2022,199.2155793,17.0160384
"HD 115404 A c","c","HD 115404 A","HD 115404 A","HIP 64797 A",10.98160000,11.3640000000,15319.22517000000,0.211000,12.50000000,3279.67133183,,"Radial Velocity",2022,199.2155793,17.0160384
"GJ 1148 b","b","GJ 1148",,"HIP 57050",11.01430000,0.1660000000,41.38000000000,0.380000,11.90000000,96.70000000,,"Radial Velocity",2010,175.4326081,42.7515862
"GJ 1148 c","c","GJ 1148",,"HIP 57050",11.01430000,0.9120000000,532.58000000000,0.342000,9.71000000,68.06000000,,"Radial Velocity",2017,175.4326081,42.7515862
"GJ 740 b","b","GJ 740","HD 176029","HIP 93101",11.10170000,0.0290000000,2.37756000000,0.240000,1.53000000,2.96000000,829.00,"Radial Velocity",2021,284.4997178,5.9028670
"HD 3651 b","b","HD 3651","HD 3651","HIP 3093",11.13360000,0.2950000000,62.25000000000,0.645000,10.10000000,72.46524000,,"Radial Velocity",2003,9.8387218,21.2488844
"Ross 508 b","b","Ross 508",,,11.21030000,0.0536600000,10.77000000000,0.330000,1.83000000,4.00000000,,"Radial Velocity",2022,230.9613022,17.4605347
"HD 222237 b","b","HD 222237","HD 222237","HIP 116745",11.44690000,10.8000000000,14892.00000000000,0.560000,12.80000000,1649.52943233,,"Radial Velocity",2024,354.9078642,-72.7253271
"Ross 458 c","c","Ross 458",,"HIP 63510",11.50940000,1100.0000000000,,,14.01125000,1906.98000000,,"Imaging",2010,195.1912147,12.3755996
"HD 141004 b","b","HD 141004","HD 141004","HIP 77257",11.81480000,0.1238000000,15.50830000000,0.160000,3.77000000,13.63483866,,"Radial Velocity",2021,236.6099205,7.3527684
"GJ 414 A b","b","GJ 414 A","HD 97101","HIP 54646",11.88930000,0.2324000000,50.80000000000,0.450000,2.63000000,7.60000000,308.60,"Radial Velocity",2021,167.7745044,30.4451688
"GJ 414 A c","c","GJ 414 A","HD 97101","HIP 54646",11.88930000,1.4000000000,749.83000000000,0.105000,8.40000000,53.83000000,124.70,"Radial Velocity",2021,167.7745044,30.4451688
"GJ 96 b","b","GJ 96",,"HIP 11048",11.93150000,0.2910000000,73.94000000000,0.440000,4.67000000,19.66000000,,"Radial Velocity",2018,35.5624031,47.8802075
"Gl 410 b","b","Gl 410","HD 95650","HIP 53985",11.93240000,0.0531000000,6.02000000000,,2.83000000,8.40000000,,"Radial Velocity",2025,165.6604212,21.9669164
"GJ 180 b","b","GJ 180",,"HIP 22762",11.94070000,0.0920000000,17.13300000000,0.070000,2.43000000,6.49000000,,"Radial Velocity",2014,73.4600970,-17.7761940
